,importance
CREDIT_CARD_AMT_PAYMENT_TOTAL_CURRENT_mean,0.06685240904892598
NAME_CONTRACT_TYPE,0.06685136677286788
PREV_APP_APPROVED_LIFETIME_LOAN_MEAN,0.06677332389268684
PREV_APP_PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,0.06647884572609432
CREDIT_CARD_36_MONTH_AMT_CREDIT_LIMIT_ACTUAL_mean,0.0660606612568643
LIVINGAPARTMENTS_MEDI,0.06597645621126585
DAYS_LAST_PHONE_CHANGE,0.06596207748729126
POS_CASH_NOT_COMPLETED_SK_DPD,0.06581500663516829
POS_CASH_GENERAL_LAST_36_MONTHS_sum,0.06531089920653967
PREV_APP_REFUSED_CNT_PAYMENT_SUM,0.0652991135634497
PREV_APP_REFUSED_RATE_DOWN_PAYMENT_MAX,0.06520271363284998
CREDIT_CARD_12_MONTH_CNT_DRAWINGS_CURRENT_sum,0.06513724874890546
PREV_APP_REFUSED_AMT_DOWN_PAYMENT_STD,0.06448384316490667
INSTALLMENTS_DIFF_std,0.0644160210305855
AMT_INCOME_TOTAL,0.06422511454472465
PREV_APP_PREV_RATE_DOWN_PAYMENT_MIN,0.06378688224707713
BUREAU_CLOSE_LAST_365_DAYS,0.06372792576896787
FLOORSMIN_MODE,0.06359976627572927
HAS_DOCUMENT,0.06320885369476678
CREDIT_CARD_6_MONTH_CNT_DRAWINGS_ATM_CURRENT_sum,0.06320415934449589
LIVINGAREA_MODE,0.0630631260130401
PREV_APP_APPROVED_AMT_GOODS_PRICE_STD,0.06265660981535875
PREV_APP_PREV_APP_CREDIT_PERC_MEAN,0.06230714738378774
PREV_APP_REFUSED_RATIO_APPLICATION_TO_ANNUITY_STD,0.06193722981612664
ext_sources_var,0.061693028312453935
CREDIT_CARD_FLAG_UTILIZATION_LESS_100_mean,0.06166704324662688
PREV_APP_APPROVED_GOODS_PRICE_RATIO_STD,0.06166116200238015
INSTALLMENTS_COUNT_sum,0.06128242110724932
POS_CASH_GENERAL_COUNT_SK_DPD_max,0.061213677354087184
INSTALLMENTS_LATENESS_LAST_90_DAYS_sum,0.06092306054653066
PREV_APP_PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,0.06058382790360067
PREV_APP_REFUSED_AMT_APPLICATION_MEAN,0.06057846382234332
BUREAU_CLOSE_AMT_CREDIT_SUM,0.05939833800608414
POS_CASH_SHORT_TERM_NUM_INSTALMENT,0.058115783971411344
BUREAU_SUM_MICROLOAN,0.058022468050017637
BUREAU_GENERAL_AMT_CREDIT_SUM_LIMIT_mean,0.05779402495049012
POS_CASH_SHORT_TERM_SK_DPD,0.05768804487046176
PREV_APP_REFUSED_AMT_DOWN_PAYMENT_MEAN,0.057416488062613395
PREV_APP_REFUSED_APP_CREDIT_PERC_MEAN,0.05735369737467885
PREV_APP_PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,0.05721406491353584
annuity_income_percentage,0.057109398875277585
ANNUITY_INCOME_PERC,0.057109398875277585
INSTALLMENTS_INSTALLMENT_PAYMENT_DIFF_LAST_365_DAYS_std,0.0571038023108755
LIVE_REGION_NOT_WORK_REGION,0.05660723667483235
